collection_name,collection_url,collection_slug,product_name,product_url,slug,description,material_name,design_style,raw_color,usage_context,raw_price_text,thumbnail_url,gallery_urls,crawl_at,error
Thanh Xuân,https://xeoxo.com/vn/danh-muc/thanh-xuan/,thanh-xuan,Áo Choàng Hồng Mây,https://xeoxo.com/vn/san-pham/ao-choang-hong-may/,ao-choang-hong-may,,Organza,Áo choàng dài tay loe,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",890.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01379-1.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01379-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01326-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01331-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01346-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01368-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01350-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01356-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC01348-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04176.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04038.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04099.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04145.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04074.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04387.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC04390.jpg""]",2026-06-27 15:59:16,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Đầm Uyên Đan,https://xeoxo.com/vn/san-pham/dam-uyen-dan/,dam-uyen-dan,,Lụa tổng hợp dệt kim tuyến,Đầm dài dáng cổ yếm,Hồng sen,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",1.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7_image-4.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7_image-4.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7_image5.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7_image-2.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7_image-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7_image-3.jpg""]",2026-06-27 15:59:18,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Yếm Dạ Thư,https://xeoxo.com/vn/san-pham/yem-da-thu/,yem-da-thu,,Lụa tổng hợp dệt hoạ tiết lót organza,Yếm tà dài hở lưng,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",3.700.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6_y22.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6_y22.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6_y23-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6_y24.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6_y21.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6_y25.jpg""]",2026-06-27 15:59:19,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Áo dài Ngọc Khê – Yên Hoàng,https://xeoxo.com/vn/san-pham/ao-dai-ngoc-khe-yen-hoang/,ao-dai-ngoc-khe-yen-hoang,,Lớp áo ngoài: Lụa tổng hợp dệt hoạ tiết Lớp áo trong: Organza siêu nhẹ,Áo dài dáng suông tay loe dài,Xanh ngọc,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",4.600.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1_121_.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1_121_.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1_131_.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1_l11_.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1_141_.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1_151_.jpg""]",2026-06-27 15:59:21,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Áo dài Tú Khê – Yên Như,https://xeoxo.com/vn/san-pham/ao-dai-tu-khe-yen-nhu/,ao-dai-tu-khe-yen-nhu,,Lớp áo ngoài: Lụa tổng hợp dệt hoạ tiết Lớp áo trong: Organza siêu nhẹ,Áo dài dáng suông tay loe dài,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",4.600.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4_image-5.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4_image-5.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4_image-1a.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4_image-4.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4_image-3a.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4_image-2.jpg""]",2026-06-27 15:59:22,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Áo dài Vân Khê – Yên Hải,https://xeoxo.com/vn/san-pham/ao-dai-van-khe-yen-hai/,ao-dai-van-khe-yen-hai,,Lớp áo ngoài: Lụa tổng hợp dệt hoạ tiết Lớp áo trong: Organza siêu nhẹ,Áo dài dáng suông tay loe dài,Xanh cốm,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",4.600.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2_24-copy.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2_24-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2_22.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2_21.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2_23.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2_25.jpg""]",2026-06-27 15:59:23,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Áo dài Thanh Khê – Yên Lam,https://xeoxo.com/vn/san-pham/ao-dai-thanh-khe-yen-lam/,ao-dai-thanh-khe-yen-lam,,Lớp áo ngoài: Lụa tổng hợp dệt hoạ tiết Lớp áo trong: Organza siêu nhẹ,Áo dài dáng suông tay loe dài,Xanh biển nhạt,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",4.600.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3_41.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3_41.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3_45-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3_43.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3_44.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3_42.jpg""]",2026-06-27 15:59:25,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Áo Lam Khanh,https://xeoxo.com/vn/san-pham/ao-lam-khanh/,ao-lam-khanh,,Lụa tổng hợp dệt hoạ tiết lót lụa habutai,Yếm hở lưng,Xanh ngọc,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",1.490.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-4.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-4.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-3.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-2.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-1.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-5.jpg""]",2026-06-27 15:59:26,
La Khê,https://xeoxo.com/vn/danh-muc/la-khe/,la-khe,Chân Váy Lam Khanh,https://xeoxo.com/vn/san-pham/chan-vay-lam-khanh/,chan-vay-lam-khanh,,"Lụa tổng hợp dệt hoạ tiết, lót lụa habutai",Chân váy xòe bồng,Xanh ngọc,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",2.450.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-3.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-3.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-2.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5_image-1.jpg""]",2026-06-27 15:59:27,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo Choàng Nhật Bình Yên Chi,https://xeoxo.com/vn/san-pham/ao-choang-nhat-binh-yen-chi/,ao-choang-nhat-binh-yen-chi,,"Organza dệt chìm hoạ tiết, đính kết thủ công",Áo choàng Nhật Bình đuôi dài,Kem,"Dùng trong lễ cưới, sự kiện trang trọng",14.450.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-scaled.jpg""]",2026-06-27 15:59:28,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo choàng Tràng Ngọc Khê,https://xeoxo.com/vn/san-pham/ao-choang-trang-ngoc-khe/,ao-choang-trang-ngoc-khe,,Organza thêu hoạ tiết,Áo choàng suông đuôi dài,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",8.250.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-2-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-2-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-2-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-2-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5.jpg""]",2026-06-27 15:59:30,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Cẩm Dao – Dao Phụng,https://xeoxo.com/vn/san-pham/ao-dai-cam-dao-dao-phung/,ao-dai-cam-dao-dao-phung,,Tencel thêu hoạ tiết,Áo dài ngũ thân,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",9.150.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-3-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-3-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-4.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4.png"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-4.jpg""]",2026-06-27 15:59:31,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Dao Phụng – Liên Phụng,https://xeoxo.com/vn/san-pham/ao-dai-dao-phung-lien-phung/,ao-dai-dao-phung-lien-phung,,Lụa tơ tằm 70%,Áo dài ngũ thân,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",6.650.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-8-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-8-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/13.jpg""]",2026-06-27 15:59:32,
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Hồng Ân – Hồng Duyên,https://xeoxo.com/vn/san-pham/ao-dai-hong-an-hong-duyen-sao-chep/,ao-dai-hong-an-hong-duyen,,Organza đính kết thủ công,Áo dài ngũ thân,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",7.850.000 VND,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-6-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-6-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/12.jpg""]",2026-06-27 15:59:33,
